    00038.1641,0000061.344,  00021.87534,    32.7727903,   0000089.458
     13.06232794,   0037.02247,    40.0767565,     046.1938,     000049.01947
 0048.328698,     074.80097, 082.10649,      000070.98561,     76.41516437
00023.1138,00000059.526,   000022.75323,    29.7590365, 0091.94843
      000075.45, 023.7819, 81.8400707,    0073.170132,95.08457
    091.7529, 0000039.224,   000080.905,  18.1620422,    2.7387736
      0000079.6928,87.7552864,     041.6512029,      41.7469426, 0000051.4185
   45.53930713,  0000040.0981,095.0966, 86.86760834, 093.8439385
97.08441947, 0092.246324,      53.95209776, 00000014.363,     76.96371174
     54.7561443,  033.3736502,   65.6934057,  47.45428137,     044.84854
     031.2495,   0014.0012254,    040.98190266,    40.539332,      17.59405742
   019.0697,     054.4325775, 0009.089123,   022.066416,    0000065.035
     00067.493,0029.3075,    33.67439466,     008.77629,     80.11657
8.254235,  04.612309167,   1.21872343,   55.58391879,      000062.4332
      0083.2570266,    89.19442835,    0006.2282177,0011.9254,   0000031.101
00090.226823,0098.274,      3.402406711,     0045.598,0064.89295
   057.42242, 03.25729212, 0074.62347,  93.206155,      0028.2602452
00010.224642,0091.487,     00000079.788, 044.1773628,     00000041.343
     074.454602,   072.131599,  00000018.545,89.28304741,     5.91418086
   12.29608561,    0000098.4298,  17.44999689,   0000077.743,13.42997313
 45.443127,    0057.30959,     0062.228324,     0064.250133,     00047.495
92.7252451, 045.410839,  075.9767707,     40.468037, 11.36822693
  4.6876236, 000041.91406, 78.0779061,  00056.439578,    0093.1942795
  064.36622,   00000075.747,      089.84277716,    32.78667825,      000013.966
      77.4768407,     86.29477072,     000067.751,00010.49372,    8.7938881
0087.165205,     0047.64843,69.56150537,43.52528,    00051.359753
078.234855,  0000083.49,  00009.6572,    30.5307111,   57.6923853
 87.070648,  0000044.2168,     0086.569,   00069.183172,    26.34430362
      00048.9278,      0000048.6819,  00054.285141,     0033.2906,    00005.284528
56.01716319,000068.72907,  0027.1521,    000077.5636, 008.70820906
  000074.2827,0000017.388,   0028.1399,  02.7591622,  000098.4274
0031.514321,      000034.43007,   33.5745772,  72.0322219,     22.81285937
 5.2612862,  0023.958698,    14.767306,     97.010548,     0037.20455
    00044.25659,   000069.15, 57.60244614,    48.82193667,  000053.941
      0000086.1156,    12.03607787,      91.768111,      73.42861066,16.4502583
   000040.3439,00024.92396, 66.3058921,050.327688,00047.418
   067.3200437, 01.102931496,  077.4653138,   36.88157623,     071.66955394
    31.53142383, 45.62211931,0000090.3051,000084.8228,  00035.878
   00012.497,      37.1435531,      000096.6915,    0000015.3953,      000084.634
   004.2376513,   46.48495493,     0052.288,  00038.56449,   0000050.1338
     061.0829,      0000092.427,     012.5758,     56.26792328,     044.8336
  0000055.266,0000050.8545,    0047.59977,    66.52343827,   04.3217229
0000029.807,  00029.8534, 0044.734935, 85.31443477,   6.67688237
    00000071.359,      064.51984469,67.60481118,     00000022.92, 00001.359377
      00000055.845,   08.8014202,77.14759, 067.545277,      0036.85505
 00005.3135, 0029.4678,   18.08404283, 0062.110757,  065.5460374
    00086.58703,  0000046.928,   12.05232291,67.36627275,  045.58203
0029.9900071,      075.8961,   0048.8242,      00000061.825,     14.4093604
000024.2926,  000036.2984,   54.57326255,      050.8711,74.4830747
00014.345,     22.39564062,  000031.604, 49.83924352,  58.075473
    00095.0459,    66.19016398, 000047.98615,  0018.83616,   000085.1555
    98.8444245,    0030.658,   21.90161429,     000076.5871,      00057.261
      31.2779122,  0046.791,     000006.6297,  16.85433122,000043.0218
    38.720924, 68.909273,     0000092.979,000021.857, 53.76735922
     000066.69,0002.91469,     000083.59941,00036.9098,      0016.967
      00065.2968, 0033.8244566,     05.18669699,    055.68170308,  00077.9873
      000045.38532,    49.8649633,     59.37415303,      52.4762477,      00024.42806
     00099.81928, 0040.1515684,      81.094182,    0047.6989,0053.6946555
      00024.6286,013.18954, 000082.045,  091.301642,    0022.252
    32.43545,  037.39843,000083.768,   000078.35862,00096.7235
0038.58068, 00096.283,    01.26207,     0000093.742,      0098.7473
      0049.0079, 00051.96602,     0069.263542,      6.84239862,      00067.1171
    34.4617298,     006.92195963, 00000063.292,    091.34145,     0030.62488
00073.16845,      00053.1859,      40.31862817,49.2324513,11.3590713
     00057.82294,    89.8046268, 053.48788,  0000051.5385, 13.58936289
  72.459929,0013.1723337,      0000072.7809,     0052.16519,      55.4883615
      5.920730326,   0.9923307,   077.41213,     53.00953178,    32.5133993
   2.41355256,    11.7385481,000033.64782,   00000063.422,     73.78143777
    94.98793,     74.92123,0045.3576, 52.07144258,000041.62
 001.52026852,  000049.41652,      065.20802911,    0000008.0693,     0058.59209
      000025.443,    056.45327,   00091.934,  00086.600382,0086.043
     81.925681,  00064.93397,      0000072.2458,   000062.022,      005.963275
  93.9915282,00000067.473,      0050.7265029,      83.414378,      0063.9445832
   90.8492483,96.77191396, 60.39606498,  69.723756,  0086.593
     00038.35571, 0074.81628,     43.04306306,  00058.664,  000075.0172
 94.8645297,     66.00223685, 14.11588,      46.2842653,     62.0948252
  000069.467,83.9162808,   000050.683,0099.2526,      53.04623446
    00001.4694,  2.0290952,0052.3613967,83.751888,0000050.4395
  004.7991, 000062.7708,    33.17904,0000069.046,      0000066.0808
    96.1255387,     40.5354937,     00057.1028,010.5169,   000065.5292
      73.56684724,   0096.8534, 90.043432,      15.83953803,      00000057.759
  0082.625,     22.6027146,    00060.125927, 00000011.004,00007.33647
0000062.8675,     0086.6838861,     29.51101972,  00009.976402,     15.6458448
   0051.17465,     000072.02826,     013.1695945,000077.89152, 0008.4352
    0000021.9154, 000007.6342,     00000018.515,      0000031.9271,  70.33883429
  0056.507,    51.7557002,     0078.1421649,  000014.074,   76.9521329
      001.31431028,00006.149594,     00029.863095, 0082.224,  0018.30164
  27.2199149,  000098.008,46.73502958,   00000036.941,080.7988328
   20.52489622,    00000075.192,     089.99125,00020.6543,    000058.676
  0053.9434659,    85.216877,     071.459396, 00084.527376,  072.02269
   00067.875955,  42.6610522,  85.12530771, 018.9884043,    031.76642
62.80950783,  000069.2058,  0000098.7791,79.6865522,  0049.5531734
  30.87704008,    0096.559394,     01.33212, 00077.102,0096.2541
67.13795382,      00041.76758, 98.1804702,     34.615261,     00066.561
  49.24442612,   000086.88255,  00083.358,    74.5442154,00055.6493
  0056.7784123, 0086.355,      00094.770203,    0000038.2264,    000074.45251
    0011.4744764, 000038.434,     0047.149,  0051.329296,    07.35315
     44.6377702,     0000087.3423,   0000069.019,0000032.3777,72.59196353
     69.69170455,   0000065.083,      000036.394,     042.120282, 0000079.5199
  87.66949346, 0000099.4182,000099.64823,    24.32481798,  0048.88569
